ps_partkey,value
73835,2749229.77
296962,2749086.45
271091,2749067.58
308957,2748683.60
354083,2748576.01
246673,2748557.48
333782,2748517.20
160958,2748509.08
307679,2748503.68
379002,2748475.92
112183,2748416.16
144777,2748259.77
40715,2748225.48
335203,2748014.01
125240,2747999.52
157292,2747671.34
156621,2747665.20
324674,2746752.75
366712,2746029.99
305304,2745955.16
89747,2745756.64
68112,2745516.44
360403,2745488.05
170310,2745469.62
302299,2745380.64
154401,2745172.18
385698,2745085.50
91654,2744987.28
205830,2744978.00
80516,2744952.60
339404,2744822.80
50856,2744755.20
4948,2744726.02
44642,2744699.10
2833,2744604.95
383503,2744565.47
310959,2744105.28
314104,2743590.40
273602,2743580.34
219242,2743574.82
282743,2743551.30
292450,2743510.32
197770,2743003.00
25411,2742755.98
157372,2742309.24
382939,2742272.85
11549,2742156.80
280753,2741907.00
333438,2741781.03
109408,2741732.63
3564,2741564.11
160637,2741388.39
178825,2741256.80
321651,2741224.40
362639,2741146.55
367745,2741103.68
196728,2741099.72
383761,2741002.51
372220,2740964.48
292085,2740963.48
96779,2740806.24
330048,2740766.97
377912,2740673.34
103496,2740515.90
368846,2740317.06
390370,2740293.68
67686,2740059.00
266670,2739916.32
247664,2739694.67
383444,2739656.92
331300,2739620.16
286086,2739533.94
7324,2739395.32
193572,2739355.08
93972,2739290.95
139823,2739210.00
124149,2739037.50
258100,2738991.53
179241,2738978.25
170581,2738649.12
128841,2738641.98
246867,2738583.71
364902,2738564.00
374465,2738534.40
307575,2738055.36
274950,2738044.22
958,2738032.00
345535,2737964.46
43392,2737962.50
309916,2737832.50
307937,2737788.66
323938,2737647.30
221583,2737633.50
90624,2736836.80
77192,2736592.04
326608,2736581.40
32632,2736392.88
323354,2736368.50
305007,2736263.52
272833,2736241.35
6155,2736202.05
163145,2736178.38
222779,2736169.67
340327,2736096.96
142052,2735967.45
5616,2735941.50
303350,2735928.21
55148,2735580.96
226697,2735366.32
385421,2735030.55
2313,2734733.10
68616,2734717.69
356684,2734712.68
53530,2734678.44
165157,2734675.20
332328,2734474.96
156219,2734459.44
179164,2734396.08
67149,2734317.74
399129,2734201.60
241444,2734159.19
172803,2734036.24
86773,2733966.98
345169,2733731.10
130814,2733480.36
390887,2733216.56
95891,2732894.64
58996,2732845.44
38142,2732614.50
322460,2732315.20
185362,2732117.04
135442,2731975.05
92975,2731972.00
134763,2731959.50
283099,2731744.00
295216,2731665.60
384533,2731530.24
324145,2731518.64
187497,2731468.50
89348,2731460.38
292295,2731392.00
185996,2731348.93
188507,2730861.99
112661,2730741.65
275456,2730511.06
338811,2730400.22
365167,2730276.92
346694,2730269.06
259011,2730046.76
117239,2729993.40
337208,2729941.12
366769,2729926.10
71634,2729767.04
20297,2729753.18
558,2729605.49
280284,2729512.90
241021,2729427.80
363378,2729208.85
363647,2729103.56
265232,2728757.20
330310,2728696.26
307247,2728654.71
330500,2728435.75
273924,2728399.24
261970,2728323.03
173716,2728319.12
49634,2728292.28
118831,2728266.24
135721,2727879.84
300750,2727722.84
6309,2727549.90
112929,2727478.08
273065,2727419.76
272858,2727356.44
53847,2727349.18
342007,2727332.16
218841,2727131.47
28512,2727104.94
383912,2727084.25
289989,2727078.21
250909,2726960.52
301718,2726880.75
153255,2726750.60
302292,2726485.65
390642,2726097.15
142231,2725764.21
366108,2725757.76
243670,2725713.62
209706,2725160.10
167666,2725117.92
325549,2725073.46
302135,2724891.84
239409,2724750.29
274513,2724556.80
341326,2724458.73
203884,2724457.26
298794,2724352.80
27629,2724305.12
166251,2724186.76
226155,2724127.20
153656,2724064.83
1954,2724052.32
262512,2723888.88
381454,2723862.55
295375,2723601.10
386060,2723470.10
155237,2723379.75
181181,2723362.20
285945,2723336.72
170126,2723299.65
246864,2723156.67
330765,2723107.29
345621,2722549.58
248435,2722272.39
109048,2721995.30
374659,2721989.58
340534,2721961.62
298213,2721918.15
368173,2721767.56
114340,2721728.88
69607,2721650.18
1703,2721563.60
114769,2721511.32
375385,2721441.82
21188,2721414.36
121582,2721065.60
381378,2720935.56
287819,2720682.96
325093,2720480.72
123801,2720412.16
94673,2720178.90
37801,2720003.04
192196,2719886.56
51407,2719840.50
99874,2719840.00
160921,2719835.58
155033,2719831.19
56866,2719750.88
35754,2719702.08
266690,2719626.00
278217,2719594.00
319388,2719479.12
281177,2719031.24
102474,2718534.00
170550,2718533.56
188231,2718497.88
236480,2718310.53
370235,2717695.26
169570,2717674.98
58515,2717594.88
196114,2717587.05
106412,2717566.20
370637,2717390.81
174047,2716686.24
182082,2716684.61
395865,2716679.10
399791,2716634.47
344138,2716540.44
110612,2716312.43
366943,2716174.08
396256,2716153.44
86574,2715889.47
272318,2715592.27
40553,2715413.30
343827,2715121.86
97319,2715084.45
62606,2715018.86
280913,2714552.64
32182,2714146.72
167644,2714041.64
244250,2714012.98
49335,2713885.86
274605,2713757.52
66501,2713549.41
163117,2713445.44
169897,2713440.52
192457,2713235.84
66732,2713086.72
304291,2712925.85
328216,2712710.72
89613,2712688.46
107691,2712549.84
32958,2712528.00
21786,2712506.45
129611,2712459.93
258735,2712186.21
258514,2712179.52
141817,2711873.25
13986,2711824.20
4763,2711800.90
372961,2711756.48
184235,2711662.70
351000,2711651.34
207444,2711616.00
13972,2711486.40
253172,2711221.20
77774,2711206.80
47260,2711192.80
143927,2711187.36
221657,2711183.23
310359,2711162.21
206222,2710844.85
212614,2710805.42
272086,2710698.60
245233,2710466.91
37959,2710203.66
128564,2710179.00
255729,2710153.20
216853,2710048.77
341492,2710043.91
248807,2709907.20
41117,2709839.78
281595,2709263.40
184146,2709205.17
169707,2709090.08
179972,2709016.98
152594,2708551.44
344495,2708441.12
169363,2708258.27
128307,2707988.64
179401,2707770.53
139672,2707587.00
306484,2707570.96
345945,2707529.22
233541,2706867.88
342189,2706474.87
143273,2705868.89
28088,2705735.96
235981,2705590.32
43664,2705027.05
321754,2704953.40
28599,2704845.38
133242,2704582.44
175813,2704422.84
116496,2704301.60
95795,2704156.00
276290,2704115.12
221802,2703984.32
361426,2703886.56
210651,2703702.49
210587,2703693.60
272058,2703504.64
190624,2703502.56
29373,2703497.42
391087,2703334.71
226933,2703090.03
36501,2703023.37
173041,2702993.54
188771,2702960.26
259401,2702913.60
242426,2702720.82
131247,2702661.36
379819,2702629.73
63541,2702026.34
348241,2701860.53
307052,2701500.48
112594,2701484.04
148961,2701389.52
235947,2701347.20
4365,2701344.36
291181,2701147.45
137292,2701088.59
197921,2700883.50
380483,2700836.61
90364,2700807.06
355173,2700609.60
165873,2700576.66
144462,2700150.18
25223,2700057.60
312884,2699800.80
96686,2699751.59
169164,2699622.76
85408,2699497.05
188708,2699317.99
105256,2698926.12
334645,2698777.41
200814,2698711.40
270258,2698682.94
246246,2698393.50
306694,2698214.55
334304,2698160.62
242939,2698098.15
192833,2697840.24
351261,2697690.42
58331,2697322.60
387763,2697255.00
380628,2697108.04
367838,2697107.24
260179,2696904.70
53702,2696881.33
247896,2696877.44
193638,2696822.90
190456,2696780.40
366917,2696702.56
219889,2696514.24
245755,2696411.25
331839,2696377.31
282399,2696213.23
274449,2696098.21
324589,2696016.15
338798,2695570.17
384747,2695485.96
175645,2695451.46
236980,2695272.07
358350,2695209.22
220961,2694509.01
250186,2694409.52
48705,2693962.80
212600,2693954.56
357050,2693854.20
303850,2693525.25
126990,2693513.60
137930,2693168.64
126723,2693058.03
6326,2693039.55
213937,2692999.54
390531,2692961.44
221285,2692889.43
302736,2692820.35
82892,2692810.92
302194,2692791.16
38797,2692769.50
365013,2692699.36
272841,2692660.75
361117,2692552.50
3224,2692452.00
316654,2692327.48
346426,2692179.75
354961,2692120.68
149853,2692120.00
250716,2692053.84
264886,2691931.09
229458,2691917.01
49608,2691839.67
198601,2691755.52
210230,2691631.32
191735,2691629.36
271747,2691617.94
378440,2691590.79
211664,2691545.87
286385,2691537.75
388749,2691533.92
341314,2691188.40
29131,2691105.55
198105,2690985.44
112894,2690709.86
165301,2690556.00
92379,2690516.50
231034,2690402.20
362239,2690284.24
32343,2690224.44
52024,2690172.57
268807,2690138.88
356460,2689956.70
240403,2689310.25
29728,2689216.68
218660,2688968.88
13463,2688837.79
24648,2688777.12
359203,2688777.00
18189,2688729.50
311806,2688686.85
72886,2688642.00
348970,2688476.16
113993,2688438.06
170920,2688332.40
39615,2688163.29
78921,2688160.39
163968,2688131.70
387805,2688006.80
44445,2687798.40
179148,2687431.56
358434,2687233.92
24179,2687182.68
270906,2687120.00
154012,2687104.28
129308,2687021.92
327591,2686931.28
63827,2686805.55
148560,2686707.48
114312,2686654.52
144134,2686586.69
170868,2686238.70
41586,2686181.53
34583,2686054.80
119025,2685945.84
130241,2685778.08
229008,2685641.40
211562,2685613.36
231901,2685611.02
209684,2685510.00
378999,2685430.16
398150,2685363.39
297179,2685348.40
390311,2685127.44
232928,2685046.70
159277,2685003.44
147901,2684847.06
126099,2684736.90
303496,2684526.86
279993,2684504.28
84436,2684194.76
70225,2684172.01
14172,2684042.80
210432,2683867.79
365022,2683859.76
260665,2683858.80
84205,2683753.83
275390,2683711.85
393564,2683654.00
268720,2683533.24
372939,2683427.37
56737,2683193.81
85244,2682956.16
76489,2682842.24
137460,2682772.80
57156,2682666.80
159316,2682594.32
130078,2682296.39
120803,2682244.11
167572,2682233.00
226793,2682208.36
163994,2682186.00
265952,2682097.00
293993,2682065.12
139729,2681993.30
312906,2681859.57
178320,2681783.34
183785,2681774.20
90651,2681681.15
85653,2681598.06
102786,2681562.42
90236,2681507.91
381767,2681435.68
158792,2680922.58
323730,2680780.68
3307,2680773.46
230568,2680768.35
109180,2680388.52
285785,2680270.56
247464,2680253.90
336810,2680219.18
206228,2680156.31
70798,2680121.92
99733,2680035.75
113937,2679872.78
26953,2679846.98
120996,2679812.10
395238,2679611.52
154,2679435.99
134049,2679365.04
387027,2679270.67
47937,2678975.54
20884,2678841.92
219286,2678824.50
308587,2678740.40
1730,2678699.52
385516,2678354.28
360650,2678022.83
123706,2678020.96
224717,2677986.54
393951,2677934.52
341589,2677869.95
323533,2677803.89
172785,2677630.69
146374,2677410.80
28984,2677267.74
36738,2677206.48
44528,2677015.44
230100,2676929.43
47822,2676910.77
147798,2676877.30
56175,2676710.16
108239,2676701.56
226380,2676690.44
298362,2676311.82
273189,2676054.89
184293,2675882.28
66723,2675652.21
184728,2675528.00
8249,2675425.32
360895,2675365.66
290902,2675329.41
286478,2674992.15
176568,2674867.32
294489,2674761.54
358662,2674417.50
149710,2674404.63
113097,2674133.82
133102,2674020.52
184792,2674017.50
399117,2673958.28
128621,2673927.00
346182,2673449.30
269728,2673423.40
121691,2673401.28
239191,2673386.43
75301,2673146.97
275087,2673137.37
355915,2673052.47
4827,2672834.85
84929,2672537.91
99165,2672439.64
317013,2672367.40
316794,2672347.20
103559,2672329.39
85337,2672051.76
235001,2671992.00
60172,2671840.56
168633,2671837.96
323503,2671720.50
18096,2671437.27
287603,2671365.42
198889,2671299.14
376433,2670994.20
51735,2670953.20
141224,2670917.48
56505,2670878.50
388319,2670848.51
323295,2670634.94
380084,2670576.72
272783,2670460.36
182180,2670413.76
268841,2670219.91
393989,2670189.36
89968,2669909.76
316154,2669782.50
279391,2669731.02
181834,2669445.36
295630,2669424.48
59238,2669400.44
208086,2668787.80
143798,2668661.26
253734,2668659.42
173913,2668608.18
137806,2668338.75
380996,2668049.25
304676,2667840.84
268934,2667758.00
162281,2667744.55
362114,2667543.84
393423,2667473.50
15421,2667346.95
265018,2667176.67
169230,2667128.30
152070,2667096.74
374002,2667083.60
25136,2667032.10
144414,2666802.00
310054,2666801.00
8619,2666737.35
326488,2666636.44
40360,2666506.08
352353,2666496.42
393145,2666258.85
193678,2665981.44
250205,2665911.04
67979,2665850.00
375598,2665658.40
322035,2665651.33
248047,2665362.56
302814,2665262.50
105676,2665256.58
294445,2665092.38
224845,2665013.96
238647,2664801.94
213489,2664625.26
75961,2664429.84
156680,2664328.44
214343,2664192.30
96942,2663903.55
87971,2663653.11
43269,2663326.44
313037,2663276.07
324896,2663220.04
36298,2663152.65
298668,2663023.34
146268,2663023.24
191646,2662910.85
319903,2662854.03
399503,2662753.47
336340,2662722.92
157471,2662629.81
207163,2662514.28
386600,2662264.08
140181,2661942.24
279680,2661806.28
6034,2661482.97
47607,2661434.58
127653,2661179.76
73823,2661065.04
227909,2660953.50
71579,2660831.04
296363,2660681.95
313233,2660619.92
133502,2660201.28
136810,2660190.83
358753,2660039.20
201713,2659806.54
84316,2659680.01
168838,2659613.40
86992,2659508.40
372866,2659416.10
108394,2659247.36
291952,2659229.82
387747,2658825.66
327440,2658785.22
378204,2658046.80
303292,2657878.77
315513,2657743.83
262036,2657717.52
392950,2657687.57
31725,2657523.96
37979,2657246.95
58540,2657236.96
30683,2657101.33
314310,2656915.66
113463,2656895.61
235567,2656840.71
241855,2656763.46
88118,2656583.44
355581,2656512.96
239176,2656349.00
35531,2656262.70
195613,2656237.98
351371,2656224.45
333191,2656175.83
123689,2656073.90
199015,2655766.44
200607,2655672.96
109631,2655636.36
70181,2655549.60
1770,2655520.96
312942,2655409.47
105763,2655397.44
127511,2654920.94
236276,2654870.68
185249,2654792.48
248490,2654712.17
273218,2654692.04
244747,2654622.48
42724,2654594.40
393898,2654332.25
162442,2654268.60
272913,2654135.70
321441,2653971.64
340180,2653889.92
55646,2653731.68
388361,2653586.73
325508,2653481.18
132287,2653470.73
244729,2653435.20
347355,2653431.04
29458,2653288.04
285617,2653180.36
286685,2653175.76
144241,2653110.90
171536,2652283.26
250325,2652178.52
375163,2651886.32
275370,2651470.20
382343,2651356.23
314008,2651276.55
334697,2651069.30
393930,2650869.72
305344,2650865.40
226006,2650771.77
182266,2650599.60
397594,2650576.50
388613,2650492.40
90747,2650292.64
238805,2650055.20
55642,2649872.68
152623,2649632.40
323438,2649444.56
151957,2649421.11
393380,2649417.04
51824,2649213.56
254723,2649040.47
209155,2648718.90
9176,2648704.75
185092,2648586.90
313034,2648542.05
205532,2648272.20
388949,2648234.96
357575,2648193.76
185686,2648047.55
221715,2647964.40
64283,2647947.28
321663,2647739.46
387061,2647682.70
397280,2647663.08
206936,2647468.80
375610,2647412.04
101730,2647207.71
61540,2647198.20
3592,2646928.35
190365,2646864.36
369838,2646663.57
356611,2646402.17
342052,2646231.44
159156,2646141.30
44357,2646032.48
43537,2646003.06
374856,2645959.82
175200,2645920.62
390365,2645882.58
143562,2645848.80
257979,2645842.50
272026,2645701.76
332804,2645677.72
162327,2645665.20
348873,2645611.92
360177,2645549.48
377270,2645540.36
262798,2645482.24
148941,2645108.06
297717,2645008.20
391070,2644743.45
367126,2644742.10
135247,2644492.21
117352,2644269.60
89039,2644228.86
239711,2644105.83
306048,2644081.56
194274,2644068.48
207936,2644043.51
39544,2643844.00
248918,2643842.40
94878,2643823.36
52004,2643800.39
350492,2643792.75
80626,2643659.54
152292,2643507.44
74482,2643413.76
166411,2643143.76
262228,2643044.00
393172,2643010.70
208248,2642943.40
194044,2642865.03
58677,2642847.60
157626,2642768.08
96297,2642715.68
227027,2642690.01
316193,2642658.03
35255,2642637.56
182806,2642605.80
371337,2642518.86
52784,2642402.40
302013,2642161.28
142449,2641955.52
151856,2641908.92
22474,2641897.94
203526,2641866.16
335413,2641375.00
114244,2641329.80
251186,2641268.66
13229,2641139.08
100646,2640827.70
287118,2640715.92
12466,2640686.40
382113,2640655.80
321501,2640649.10
331644,2640291.30
356028,2640288.56
67535,2640187.68
300842,2640091.52
148674,2640079.17
186222,2639971.90
317331,2639465.64
131735,2639377.65
56665,2639180.88
335373,2639076.88
25757,2639061.00
124633,2639023.20
165247,2638916.04
342928,2638873.80
323372,2638660.83
323670,2638620.99
28017,2638501.56
2304,2638413.78
41122,2638402.20
366228,2638341.44
361556,2638335.80
297878,2638201.20
207132,2638082.88
261349,2637983.50
189740,2637976.00
47383,2637963.14
275540,2637950.34
64020,2637842.24
116623,2637797.20
380179,2637659.52
297851,2637592.62
138688,2637553.36
65857,2637364.28
266955,2637197.20
163686,2637166.68
109225,2637085.12
198960,2636789.13
149037,2636716.29
321412,2636617.80
91211,2636520.11
18822,2636440.56
221380,2636214.12
56303,2636030.67
285190,2636026.85
325421,2635924.72
301462,2635869.24
109317,2635796.19
8548,2635578.58
315160,2635509.83
354027,2635423.56
328863,2635384.14
37820,2635281.38
172272,2635207.74
65607,2635027.20
134626,2635000.32
154002,2634924.02
113044,2634922.40
230663,2634650.48
271015,2634381.75
222847,2634175.50
363367,2634078.72
310865,2633907.63
371343,2633485.40
83676,2633079.64
369159,2632926.00
182435,2632861.44
217072,2632719.96
25813,2632522.53
324370,2632518.90
216717,2632455.28
350893,2632230.16
238207,2631960.00
99242,2631877.35
276785,2631837.15
250821,2631370.80
161867,2631257.84
291373,2631152.10
288158,2630621.32
48922,2630553.87
170199,2630407.62
340330,2629874.50
186873,2629738.76
68100,2629641.07
380091,2629158.20
80757,2629148.73
213299,2629104.86
57300,2629044.75
287223,2628881.72
382292,2628858.10
204134,2628632.44
185148,2628618.74
133355,2628424.64
311045,2628270.72
185403,2628222.04
46361,2628203.84
161215,2628088.56
24210,2627849.04
316982,2627846.87
283595,2627671.20
169683,2627651.13
377258,2627172.24
335064,2627040.24
341805,2626483.62
75936,2626461.08
224644,2626382.32
234519,2626116.28
161152,2626102.00
258681,2625682.44
27579,2625493.51
327296,2625481.35
324984,2625454.83
367666,2625279.30
382001,2625250.80
77638,2625215.40
94092,2625122.15
300231,2625048.24
201898,2624951.34
365466,2624687.20
456,2624613.85
284359,2624464.02
37938,2624297.20
7871,2623390.74
310354,2623365.34
89411,2623352.48
204121,2623134.54
83806,2623005.63
348719,2622734.16
23251,2622698.54
383377,2622614.25
253772,2622494.14
64528,2622434.94
247937,2622271.40
67304,2621829.84
116232,2621828.23
190896,2621691.81
57219,2621658.94
214002,2621543.68
276548,2620617.84
142780,2620589.41
286669,2620434.65
336921,2620212.90
94504,2619831.33
44318,2619793.34
147915,2619679.04
35240,2619660.96
383746,2619349.60
190936,2619316.80
117469,2619278.48
116409,2619213.30
36235,2619209.12
284785,2618984.58
324507,2618931.00
268662,2618904.93
351237,2618852.47
174341,2618705.50
181494,2618650.91
281230,2618478.72
42323,2618414.12
394796,2618353.43
90306,2618295.40
80740,2618266.12
311965,2618224.56
384419,2617892.20
185728,2617847.52
145399,2617813.68
353080,2617777.20
333937,2617510.42
110084,2617480.32
247488,2617304.52
78592,2617232.95
121391,2617110.68
195394,2617063.68
5972,2617014.40
56397,2616881.58
203354,2616744.54
248590,2616713.64
141867,2616668.60
155442,2616587.58
322736,2616534.84
381768,2616422.58
345602,2616411.78
30268,2616300.62
368519,2616284.16
38305,2616153.72
337273,2616143.60
176654,2616096.00
62318,2616070.00
175001,2616028.00
254379,2615875.54
101767,2615857.20
274343,2615845.24
14563,2615789.46
313390,2615736.60
5053,2615721.46
233123,2615652.78
238416,2615412.75
288169,2615393.30
102667,2615237.10
351869,2615156.64
133577,2615139.90
373900,2614851.68
378448,2614600.32
26625,2614505.01
314826,2614375.38
280759,2614323.25
305136,2614155.64
372505,2613797.64
223174,2613534.80
198707,2613523.05
92522,2613481.64
398217,2613458.52
302117,2613053.08
237462,2612760.48
327063,2612748.96
188882,2612732.00
376184,2612729.34
275417,2612720.88
182353,2612573.28
184984,2612324.52
143725,2612215.97
87603,2612128.86
220009,2612048.52
374005,2612007.97
92492,2611897.55
295181,2611427.61
264020,2611078.71
262920,2611076.00
249377,2610891.36
359273,2610751.84
253304,2610751.20
64848,2610450.48
33761,2610335.25
380109,2610319.92
291238,2610304.79
153247,2610049.44
189107,2609753.85
345627,2609722.28
163729,2609533.08
191471,2609474.28
130534,2609321.24
125579,2609314.19
316640,2609270.53
388329,2609201.56
210596,2608905.39
108092,2608695.36
154322,2608657.44
262530,2608472.30
364021,2608335.00
31144,2608108.23
292496,2607984.83
358598,2607863.13
193597,2607823.95
62082,2607793.92
376907,2607528.00
81771,2607498.25
248099,2607404.43
44886,2607393.48
227961,2607334.77
7645,2607330.46
192456,2607243.23
172642,2607157.80
242000,2606982.56
172869,2606973.24
186391,2606961.80
393876,2606952.25
231753,2606803.20
156051,2606781.45
347569,2606608.86
111107,2606575.68
319646,2606434.78
262180,2606419.80
110850,2606407.20
307980,2606389.68
329553,2606337.09
388767,2606249.60
212254,2605941.45
70768,2605897.60
208059,2605620.09
143091,2605554.30
200349,2605481.32
107218,2605296.72
124528,2605161.60
61028,2604984.42
230693,2604630.00
234381,2604572.72
178688,2604549.09
368700,2604317.94
217313,2604300.88
176620,2604111.39
24042,2603854.08
328532,2603565.06
219676,2603556.63
324220,2603444.48
378117,2603375.06
7523,2603294.54
325836,2603243.76
161145,2603239.86
12304,2603223.54
213450,2602585.50
6694,2602120.25
247195,2601824.54
244638,2601783.71
138954,2601706.20
101218,2601548.80
38806,2601528.72
60181,2601137.18
294636,2600903.16
362891,2600822.07
265013,2600771.04
309903,2600753.40
91231,2600587.92
277766,2600393.40
49004,2600256.65
198345,2600235.99
335001,2600232.60
249321,2600052.23
131359,2599947.08
159978,2599864.02
152252,2599833.60
152779,2599731.75
348913,2599688.52
177298,2599638.30
80053,2599634.52
295526,2599608.54
254706,2599523.68
275148,2599521.10
396609,2599384.30
226227,2599308.80
323592,2599227.52
249849,2599225.20
6918,2599198.94
353255,2599016.75
32647,2599010.46
318076,2598976.94
284703,2598927.20
139500,2598902.80
318227,2598815.52
162276,2598762.24
230939,2598705.40
31032,2598618.96
4177,2598536.00
394322,2598458.58
232794,2598365.57
371536,2598301.90
220390,2598193.62
263411,2598188.20
252363,2598148.58
385942,2598092.64
248179,2598029.60
174156,2598018.60
116019,2597943.38
341884,2597873.55
43641,2597834.98
390351,2597820.32
58488,2597658.94
368239,2597630.60
73592,2597619.39
330932,2597439.35
333276,2597385.14
59582,2597099.36
134310,2597065.35
8830,2597045.72
378762,2596698.98
117817,2596209.82
355717,2596175.16
375262,2596055.24
147829,2596023.20
380032,2595932.46
383951,2595879.09
373257,2595714.04
333638,2595691.98
96967,2595596.08
104264,2595424.92
358886,2595368.07
290310,2595363.98
104227,2595333.12
96654,2595280.20
111404,2594875.80
293870,2594378.16
366451,2594133.84
223324,2594038.79
278633,2593856.49
234611,2593816.00
16558,2593747.67
2251,2593599.88
27349,2593477.68
393784,2593368.18
362822,2593350.00
212504,2593242.75
205295,2593101.95
224244,2593011.30
398116,2592891.18
184507,2592887.15
111100,2592776.16
319677,2592528.12
388669,2592476.25
320274,2592436.20
34986,2592232.76
118442,2592026.80
221372,2592009.04
395456,2591910.43
270053,2591757.00
304948,2591531.77
18753,2591311.20
205373,2591282.95
377970,2591238.13
373987,2591208.30
127669,2591177.46
386712,2591131.84
1718,2591021.65
354996,2590928.15
267435,2590898.52
112814,2590823.90
271300,2590718.91
149969,2590554.34
115441,2590533.00
86805,2590477.76
190055,2590450.40
156358,2590423.80
90589,2590360.42
288708,2590354.39
327207,2590200.20
286858,2590096.60
218142,2589844.80
335163,2589552.57
328364,2589296.70
350552,2589176.70
388829,2589110.15
264543,2589012.79
39739,2588729.43
116190,2588645.95
42647,2588519.16
136211,2587994.32
33639,2587971.20
333707,2587816.17
72490,2587756.49
36962,2587614.90
227832,2587541.22
353557,2587507.02
64322,2587456.44
334916,2587386.06
43,2587359.58
277411,2587358.95
314575,2587318.08
300957,2587030.65
366726,2586973.31
254410,2586936.69
329969,2586934.36
368362,2586897.62
117408,2586870.44
326574,2586825.99
268102,2586778.25
33702,2586519.72
195558,2586479.98
348808,2586301.60
122000,2586265.05
362082,2586262.40
90076,2586171.86
78463,2586132.06
47933,2586003.11
11671,2585833.92
307304,2585777.74
135178,2585629.34
43929,2585525.67
136489,2585231.08
233278,2585009.28
18948,2584848.00
319959,2584402.02
220792,2584391.26
375544,2584329.21
276987,2584204.80
148693,2584058.36
2027,2583925.23
293326,2583916.02
127940,2583347.26
289155,2583299.07
211286,2582935.74
316843,2582870.64
357801,2582607.09
347763,2582602.08
266517,2582573.24
1205,2582567.28
135606,2582449.28
36710,2582388.25
135747,2582236.80
222924,2582154.13
173566,2582088.92
290632,2581917.00
146706,2581884.51
32057,2581701.12
356726,2581558.00
8533,2581526.16
189480,2581338.81
331253,2581302.98
105253,2581265.52
308311,2581137.37
203696,2581084.50
340932,2580911.30
286463,2580693.45
326520,2580474.01
286497,2580359.60
276270,2580220.62
113584,2579963.36
279526,2579873.68
138606,2579855.38
358353,2579305.74
133518,2579304.48
227781,2579177.92
67491,2578666.60
212601,2578652.72
179020,2578566.60
336480,2578463.08
38631,2578414.41
52113,2578348.80
8786,2578200.58
161696,2578099.26
208627,2577949.02
389197,2577830.36
26363,2577827.46
135740,2577751.41
369310,2577581.48
148999,2577521.20
127162,2577500.46
256487,2577496.46
225499,2577219.60
208937,2577083.60
70232,2577036.15
357007,2576552.24
310373,2576523.04
55218,2576060.33
331664,2576024.72
201564,2575997.16
99719,2575925.55
396887,2575812.40
116394,2575724.91
114328,2575555.14
191631,2575326.55
138476,2574529.50
375579,2574475.92
212969,2574418.00
131428,2574201.96
214754,2574176.85
317804,2573928.60
194697,2573537.40
12611,2573431.92
152806,2573311.95
335893,2573276.75
298582,2573066.79
365685,2572900.70
51258,2572880.76
160937,2572788.27
279216,2572555.78
18466,2572185.55
234324,2572185.06
357334,2572019.10
172640,2571994.88
127055,2571640.00
72492,2571474.08
307283,2571292.50
399646,2571243.78
149337,2571197.24
304918,2570800.85
85464,2570743.70
370042,2570656.77
86310,2570575.52
159556,2570491.38
78744,2570429.12
28912,2570322.00
10043,2570201.40
600,2570080.06
396730,2570042.32
225615,2570024.67
359391,2569812.63
395308,2569581.63
269058,2569362.94
196617,2569132.48
397257,2569120.00
147317,2568927.17
180800,2568776.65
305031,2568679.47
395330,2568652.73
314327,2568606.95
146198,2568508.80
132924,2568471.87
386068,2568396.04
61513,2568356.56
231423,2568283.80
277028,2567992.40
266862,2567921.50
114844,2567885.60
152851,2567814.30
203360,2567707.44
293663,2567457.08
138919,2567302.20
11222,2567283.22
154255,2567103.84
274739,2567092.06
333657,2566971.00
68093,2566856.50
286469,2566707.60
221079,2566567.38
269035,2566151.40
251584,2565801.00
63624,2565763.20
314341,2565517.94
322224,2565362.80
272056,2565173.13
246627,2565156.52
146013,2565075.16
298424,2565051.45
299011,2564941.40
52643,2564903.88
388053,2564806.81
97658,2564452.70
113456,2564437.56
390606,2564247.35
141261,2563986.04
92291,2563511.40
12779,2563090.25
352606,2563067.20
1322,2562960.15
155579,2562947.48
255198,2562254.56
287980,2562207.36
137629,2562030.26
218443,2561945.26
302285,2561878.80
221658,2561849.24
363831,2561817.28
244419,2561725.53
216755,2561447.90
23935,2561237.67
75966,2561050.00
235002,2560917.65
110460,2560850.25
98207,2560432.47
267045,2560377.00
126953,2560337.78
378837,2560232.58
32321,2560174.11
15686,2559993.25
196825,2559960.15
187422,2559958.62
212468,2559833.00
56815,2559668.67
238764,2559643.20
22988,2559352.40
72409,2559297.40
169310,2559238.91
326483,2559030.75
388437,2558874.00
338601,2558620.85
43327,2558558.90
214708,2558395.34
183154,2558379.28
181935,2558354.28
321903,2558336.89
90149,2558261.50
211719,2558147.76
144798,2558139.32
56498,2557818.00
336008,2557682.40
41543,2557646.14
43043,2557274.72
75502,2557243.00
46650,2557232.24
93832,2557071.75
89079,2556834.63
118820,2556802.40
47340,2556801.26
342504,2556713.60
353384,2556585.52
154390,2556538.83
390794,2556483.20
218010,2556471.26
50354,2556354.68
221929,2556326.18
142902,2556294.10
343523,2556156.96
248224,2556119.95
167296,2555747.60
290712,2555576.76
346669,2555540.19
349369,2555519.72
275244,2555342.40
253343,2555292.36
134569,2555108.06
76555,2555084.09
76275,2555044.14
371691,2555028.72
93423,2554525.20
184684,2554439.11
